domain,brand_stem,mirrors,operator,licence,jurisdiction,licence_status,expires,already_in_pool,all_domains,status,contacted_on,live,http,title,reason,brand_name
bethype.com,bethype,0,Boost Gaming N.V.,OGL/2024/906/0375,Curacao,assessment in progress,"December 24, 2025",no,bethype.com,not contacted,,yes,200,BetHype Casino | Top Crypto Slots & Table Games,,BetHype Casino
bumbet.com,bumbet,0,Brindisa Media N.V.,OGL/2024/698/0579,Curacao,assessment in progress,"December 24, 2025",no,bumbet.com,not contacted,,yes,200,Melhor casino e apostas esportivas online do Brasil | Bumbet,,
tigerbet247.com,tigerbet,0,CW Investments N.V.,OGL/2024/285/0330,Curacao,active,"June 9, 2026",no,tigerbet247.com,not contacted,,yes,200,Online Casino – 200% Bonus up to $500 + Fast Payouts | TigerBet247,,Online Casino
parimatchs1.com,parimatchs,2,Castianes B.V.,OGL/2024/1329/0629,Curacao,assessment in progress,"December 27, 2025",no,parimatchs1.com parimatchs12.com parimatchs123.com,not contacted,,yes,200,...,,...
fairpari.com,fairpari,0,Centrald B.V.,OGL/2024/1143/0865,Curacao,assessment in progress,"December 24, 2025",no,fairpari.com,not contacted,,yes,203,,,
centrum-global.com,centrumglobal,0,Centrum Global B.V.,OGL/2024/1046/0451,Curacao,active,"April 9, 2026",no,centrum-global.com,not contacted,,yes,200,CENTRUM GLOBAL,,CENTRUM GLOBAL
betnimbus.com,betnimbus,0,City Limit B.V.,OGL/2024/1286/0529,Curacao,assessment in progress,"December 24, 2025",no,betnimbus.com,not contacted,,yes,200,,,
xolotto.com,xolotto,0,Clubhouse Media N.V.,OGL/2024/821/1033,Curacao,active,"February 5, 2026",no,xolotto.com,not contacted,,yes,200,,,
livebetline.com,livebetline,0,Complex Technologies B.V.,OGL/2024/334/0243,Curacao,assessment in progress,"December 24, 2025",no,livebetline.com,not contacted,,yes,200,LiveBetLine,,LiveBetLine
ignitionpoker.com,ignitionpoker,0,Connaught Media B.V.,OGL/2024/625/0719,Curacao,assessment in progress,"January 7, 2026",no,ignitionpoker.com,not contacted,,yes,200,Ignition Poker - Your place to play online,,Ignition Poker
cosmosbett.com,cosmosbett,0,Cosmos Interactive Entertainment N.V.,OGL/2024/1748/0967,Curacao,active,"January 3, 2026",no,cosmosbett.com,not contacted,,yes,200,Cosmos Casino,,Cosmos Casino
winebet.com,winebet,0,Cupwin B.V.,OGL/2024/834/0422,Curacao,assessment in progress,"December 24, 2025",no,winebet.com,not contacted,,yes,203,,,
keint.co,keint,0,Cutter Five N.V.,OGL/2024/764/0571,Curacao,revoked,,no,keint.co,not contacted,,yes,200,KE International Limited N.V.,,KE International Limited N.V.
dazard.club,dazard,0,Dama N.V.,OGL/2023/174/0082,Curacao,assessment in progress,"December 24, 2025",no,dazard.club,not contacted,,yes,200,,URLError,
sporttyp.com,sporttyp,0,Delphin Blue Ocean B.V.,OGL/2024/657/0248,Curacao,active,"July 31, 2026",no,sporttyp.com,not contacted,,yes,200,Sporttyp,,Sporttyp
portebet.com,portebet,0,Doubled B.V.,OGL/2024/1015/0870,Curacao,assessment in progress,"December 24, 2025",no,portebet.com,not contacted,,yes,203,,,
bet-football.com,betfootball,0,Dynamik Marketing B.V.,OGL/2024/1313/0727,Curacao,active,"March 3, 2026",no,bet-football.com,not contacted,,yes,200,Bet Football - Register now to Official Orbit Exchange Platform - EXCLUSIVE BETTING SERVIC,,Bet Football
tg6.com,tg,0,Edge Five Entertainment B.V.,OGL/2024/938/1131,Curacao,active,"March 27, 2026",no,tg6.com,not contacted,,yes,200,Redirecting...,,Redirecting...
mostbet88.com,mostbet,0,Evolut Interactive N.V.,OGL/2024/421/0223,Curacao,active,"March 26, 2026",no,mostbet88.com,not contacted,,yes,200,Mostbet88,,Mostbet88
wlscasino.com,wlscasino,0,Faraday Online N.V.,OGL/2024/943/0431,Curacao,active,"March 17, 2026",no,wlscasino.com,not contacted,,yes,200,,,
plump.com,plump,0,Forward Solutions B.V.,OGL/2024/1226/0898,Curacao,active,"April 2, 2026",yes,plump.com,not contacted,,yes,200,Plump,,Plump
betpari.com,betpari,0,G2 Tech B.V.,OGL/2024/987/0597,Curacao,assessment in progress,"December 24, 2025",no,betpari.com,not contacted,,yes,203,,,
casinoglory.com,casinoglory,0,GMFY Tech N.V.,OGL/2024/1586/0788,Curacao,active,"June 11, 2026",no,casinoglory.com,not contacted,,yes,200,Casino Glory - Play Free Casino Games Online | No Download Required,,Casino Glory
gambulls.com,gambulls,0,Gambulls N.V.,OGL/2024/453/0439,Curacao,active,"July 25, 2026",no,gambulls.com,not contacted,,yes,200,"Gambulls Crypto Casino | Slots, Live Casino & Sports Betting",,Gambulls Crypto Casino
bz.com,bz,0,Genco Pura B.V.,OGL/2024/1496/0934,Curacao,active,"May 9, 2026",no,bz.com,not contacted,,yes,200,,,
howl.gg,howl,0,Genius Touch B.V.,OGL/2024/1638/1028,Curacao,active,"February 28, 2026",no,howl.gg,not contacted,,yes,200,Howl - Open a Free Daily Case | Gamble Crypto On Slots,,Howl
vippari.bet,vippari,0,Geosix B.V.,OGL/2024/316/0598,Curacao,assessment in progress,"December 24, 2025",no,vippari.bet,not contacted,,yes,203,,,
lotteryworld.com,lotteryworld,0,Go East B.V.,OGL/2024/1044/0452,Curacao,revoked,,no,lotteryworld.com,not contacted,,yes,200,Buy Lottery Online | LotteryWorld,,Buy Lottery Online
godbunny.com,godbunny,0,Godbunny B.V.,OGL/2024/199/0868,Curacao,active,"July 3, 2026",no,godbunny.com,not contacted,,yes,200,GodBunny,,GodBunny
zenobet.com,zenobet,0,Golden Frog N.V.,OGL/2024/913/0609,Curacao,active,"March 23, 2026",yes,zenobet.com,not contacted,,yes,200,Zenobet - Premium Online Casino & Sports Betting,,Zenobet
tipobet.com,tipobet,1,Grace Bay B.V.,OGL/2024/1287/0535,Curacao,assessment in progress,"December 24, 2025",yes,tipobet.com tipobet365.com,not contacted,,yes,200,Tipobet Güncel Giriş Adresi,,Tipobet Güncel Giriş Adresi
callibet.com,callibet,0,Green Point Technology N.V.,OGL/2024/256/0304,Curacao,assessment in progress,"December 24, 2025",no,callibet.com,not contacted,,yes,200,...,,...
ppwin.com,ppwin,0,Greenwich N.V.,OGL/2024/1385/0658,Curacao,assessment in progress,"December 24, 2025",no,ppwin.com,not contacted,,yes,200,PPWIN,,PPWIN
cloudbet.com,cloudbet,0,Halcyon Super Holdings B.V.,OGL/2024/328/0599,Curacao,active,"May 23, 2026",no,cloudbet.com,not contacted,,yes,200,Cloudbet: Play on the Best Online Crypto Casino & Sportsbook,,Cloudbet
instaslots.com,instaslots,0,High Seas N.V.,OGL/2024/1533/0769,Curacao,assessment in progress,"December 24, 2025",no,instaslots.com,not contacted,,yes,200,Instaslots - A New Online Casino With Weekly Cashback,,Instaslots
zumibet.com,zumibet,0,ILP Trading B.V.,OGL/2024/1119/0593,Curacao,active,"December 11, 2025",no,zumibet.com,not contacted,,yes,200,Zumibet,,Zumibet
timelesstech.io,timelesstech,0,Innova Hub B.V.,OGL/2024/368/0697,Curacao,active,"August 13, 2026",no,timelesstech.io,not contacted,,yes,200,"Timeless Tech - Empowering Your iGaming Journey, Beyond Time",,Timeless Tech
lukkly.com,lukkly,0,Island Lukkly B.V.,OGL/2024/1723/0940,Curacao,active,"August 12, 2026",yes,lukkly.com,not contacted,,yes,200,LUKKLY Casino,,LUKKLY Casino
casinonavy.com,casinonavy,0,JMS Investment Group N.V.,OGL/2024/675/0939,Curacao,active,"July 1, 2026",no,casinonavy.com,not contacted,,yes,200,Homepage | CasinoNavy,,Homepage
tar.la,tar,0,Jazz Business Solutions B.V.,OGL/2024/400/0824,Curacao,assessment in progress,"December 24, 2025",no,tar.la,not contacted,,yes,200,,,
jetton.online,jetton,0,JetTon Games B.V.,OGL/2024/2287/1195,Curacao,active,"August 26, 2026",no,jetton.online,not contacted,,yes,200,JetTon Games: Immerse yourself in unique adventures and exciting games,,JetTon Games
poker8.io,poker,0,Joyeux B.V.,OGL/2024/1603/0850,Curacao,assessment in progress,"January 9, 2026",no,poker8.io,not contacted,,yes,200,Poker with passion | Poker8,,Poker with passion
keint.co,keint,0,KE International Limited N.V.,OGL/2024/769/0571,Curacao,active,"May 19, 2026",no,keint.co,not contacted,,yes,200,KE International Limited N.V.,,KE International Limited N.V.
kanggiten.com,kanggiten,0,Kanggiten B.V.,OGL/2024/971/0703,Curacao,active,"March 26, 2026",no,kanggiten.com,not contacted,,yes,200,Kanggiten iGaming Platform with Modular Infrastructure,,
pongbet88.com,pongbet,0,Krevetka B.V.,OGL/2024/937/0857,Curacao,assessment in progress,"December 24, 2025",no,pongbet88.com,not contacted,,yes,203,,,
luckybet.co,luckybet,1,LBC Enterprises B.V.,OGL/2024/1221/0500,Curacao,assessment in progress,"December 24, 2025",no,luckybet.co luckybet.bet,not contacted,,yes,200,LuckyBet,,LuckyBet
igcbet.com,igcbet,1,LGE Entertainment Limited N.V.,OGL/2024/567/0911,Curacao,active,"May 9, 2026",no,igcbet.com igcbet.net,not contacted,,yes,200,,,
caratcasino.com,caratcasino,0,Leopard B.V.,OGL/2024/793/0757,Curacao,active,"February 22, 2026",no,caratcasino.com,not contacted,,yes,200,CaratCasino – Online Casino & Sportsbook,,CaratCasino
livegames.io,livegames,0,Livetech Software Solutions N.V.,OGL/2024/845/0407,Curacao,assessment in progress,"December 24, 2025",no,livegames.io,not contacted,,yes,200,LiveGames – Experience the future of iGaming with our innovative features.,,LiveGames
betflash24.com,betflash,0,Loka IT Solutions N.V.,OGL/2024/770/0226,Curacao,revoked,,no,betflash24.com,not contacted,,yes,200,,,
clickpari.com,clickpari,0,Lotostorm B.V.,OGL/2024/303/300,Curacao,assessment in progress,"January 14, 2026",no,clickpari.com,not contacted,,yes,203,,,
betwinner.llc,betwinner,0,Luckyroo N.V.,OGL/2024/1371/0694,Curacao,assessment in progress,"December 24, 2025",no,betwinner.llc,not contacted,,yes,200,BetWinner,,BetWinner
007casinoroyal.com,casinoroyal,0,MCG Technologies N.V.,OGL/2024/1698/0936,Curacao,active,"August 12, 2026",no,007casinoroyal.com,not contacted,,yes,200,007CasinoRoyal.com,,007CasinoRoyal.com
juegaplus.com,juegaplus,0,Media 21 B.V.,OGL/2024/1339/0864,Curacao,active,"January 22, 2026",no,juegaplus.com,not contacted,,yes,200,Maintenance,,Maintenance
sgslot.com,sgslot,0,Meta Tech Innovations B.V.,OGL/2024/325/0187,Curacao,assessment in progress,"December 24, 2025",no,sgslot.com,not contacted,,yes,200,SG Slot | Asia Top Online Slot Games,,SG Slot
auro777.win,auro,0,Mirth B.V.,OGL/2024/1124/0444,Curacao,active,"November 9, 2025",no,auro777.win,not contacted,,yes,200,,,
monotech.group,monotech,0,Monotech Solutions B.V.,OGL/2024/1672/0923,Curacao,assessment in progress,"December 24, 2025",no,monotech.group,not contacted,,yes,200,"Monotech - New Generation iGaming Platform, Casino and Sportsbook Solutions - iGaming Plat",,Monotech
crypto.games,crypto,0,MuchGaming B.V.,OGL/2024/1336/1047,Curacao,active,"August 13, 2026",no,crypto.games,not contacted,,yes,200,"CryptoGames: Bet and play with Bitcoin, Ethereum, USDT,...",,CryptoGames
shuffle.com,shuffle,0,Natural Nine B.V.,OGL/2024/1337/0628,Curacao,assessment in progress,"December 24, 2025",no,shuffle.com,not contacted,,yes,200,Shuffle | Crypto Casino & Bitcoin Casino with Sportsbook,,Shuffle
dixy.com,dixy,0,New Age N.V.,OGL/2024/1409/0649,Curacao,active,"June 6, 2026",no,dixy.com,not contacted,,yes,200,Best CSGO Gaming Site: Play Best CSGO/CS2 Unboxing Games | dixy.com,,Best CSGO Gaming Site
cocobet.com,cocobet,0,NewEra Information Technology N.V.,OGL/2024/135/0139,Curacao,assessment in progress,"December 24, 2025",no,cocobet.com,not contacted,,yes,200,,,
luckypari.com,luckypari,1,Nexus International Entertainment N.V.,OGL/2024/1324/0750,Curacao,active,"March 24, 2026",yes,luckypari.com luckypari.bet,not contacted,,yes,203,,,
fujifortunecasino.com,fujifortunecasino,0,Niollo B.V.,OGL/2024/529/0346,Curacao,assessment in progress,"December 24, 2025",no,fujifortunecasino.com,not contacted,,yes,200,富士フォーチュンカジノ - 富士の恵みで大勝利,,富士フォーチュンカジノ
catwin.com,catwin,0,Notica B.V.,OGL/2024/274/0420,Curacao,assessment in progress,"December 24, 2025",no,catwin.com,not contacted,,yes,203,,,
novagaming88.com,novagaming,0,NovaGaming N.V.,OGL/2024/1671/0916,Curacao,active,"May 9, 2026",no,novagaming88.com,not contacted,,yes,200,,,
rolsbet.com,rolsbet,0,Numereto B.V.,OGL/2024/315/0489,Curacao,assessment in progress,"December 24, 2025",no,rolsbet.com,not contacted,,yes,203,,,
onion.casino,onion,0,Omega Entertainment N.V.,OGL/2024/558/0973,Curacao,active,"June 4, 2026",no,onion.casino,not contacted,,yes,200,,,
oponento.com,oponento,0,Opo-Net N.V.,OGL/2024/535/0922,Curacao,active,"August 22, 2026",no,oponento.com,not contacted,,yes,200,Online betting on a wide offer of sporting events,,
wgmgames.com,wgmgames,0,Overseas Gaming Management B.V.,OGL/2024/2162/1156,Curacao,active,"April 14, 2026",no,wgmgames.com,not contacted,,yes,200,wgmgames,,wgmgames
bitsler.com,bitsler,0,Oyine N.V.,OGL/2024/930/0387,Curacao,assessment in progress,"December 24, 2025",no,bitsler.com,not contacted,,yes,200,Crypto Casino & Sportsbook | 200% Offers | 7000+ Slots,,Crypto Casino & Sportsbook
oysterbet.com,oysterbet,0,Oyster Media N.V.,OGL/2024/1745/0962,Curacao,active,"July 5, 2026",no,oysterbet.com,not contacted,,yes,200,Oysterbet.com,,Oysterbet.com
shock.com,shock,0,PR Entertainment N.V.,OGL/2024/1320/0958,Curacao,active,"March 13, 2026",no,shock.com,not contacted,,yes,200,"Shock.com – The Best Crypto Casino | Win Big with Slots, Live Casino, & Game Shows",,Shock.com
pegas21.com,pegas,0,Pegasus 19 B.V.,OGL/2023/187/0094,Curacao,active,"March 2, 2026",no,pegas21.com,not contacted,,yes,200,Азино777: популярное онлайн-казино 2026,,Азино777
waspbet.live,waspbet,0,Platinum Technology N.V.,OGL/2024/137/0132,Curacao,assessment in progress,"December 24, 2025",no,waspbet.live,not contacted,,yes,200,Waspbet TH - คาสิโนออนไลน์ที่ดีที่สุดในประเทศไทย 2025,,Waspbet TH
slotszer.com,slotszer,0,Playvision Group B.V.,OGL/2024/968/0753,Curacao,active,"March 25, 2026",no,slotszer.com,not contacted,,yes,200,slotszer,,slotszer
7spin.com,spin,1,Plustar N.V.,OGL/2024/138/0289,Curacao,active,"May 19, 2026",no,7spin.com 7spin.vip,not contacted,,yes,200,7SPIN | Top Online Casino in Philippines | Free Bonus 100,,7SPIN
betwinner.com,betwinner,8,Prevailer B.V.,OGL/2024/341/0759,Curacao,active,"March 28, 2026",no,betwinner.com betwinner.zone betwinner3.com betwinner4.com betwinner2.com betwinner7.com betwinner-54327.pro betwinner-18314.pro,not contacted,,yes,203,,,
mintdice.com,mintdice,0,Prism Sentinel N.V.,OGL/2024/1739/0965,Curacao,active,"July 22, 2026",no,mintdice.com,not contacted,,yes,200,MintDice Bitcoin Casino 2.0,,MintDice Bitcoin Casino 2.0
kirgo.io,kirgo,1,Raining Games N.V.,OGL/2024/2252/1179,Curacao,active,"February 22, 2026",no,kirgo.io kirgo.com,not contacted,,yes,200,KIRGO | Online Casino & Sportsbook,,KIRGO
red777.com,red,0,Red777 N.V.,OGL/2024/948/0661,Curacao,assessment in progress,"December 24, 2025",no,red777.com,not contacted,,yes,200,Red777,,Red777
joefortune.com,joefortune,1,Ridley Media N.V.,OGL/2024/676/0726,Curacao,active,"July 14, 2026",no,joefortune.com joefortune.ooo,not contacted,,yes,200,"Joe Fortune: Online Casino Australia - $5,000 Welcome Bonus",,Joe Fortune
beatbet.com,beatbet,0,Royal Bonanza B.V.,OGL/2024/304/0398,Curacao,assessment in progress,"December 24, 2025",no,beatbet.com,not contacted,,yes,203,,,
estelarbet.cl,estelarbet,3,S3 Tech N.V.,OGL/2024/1347/0683,Curacao,active,"March 3, 2026",no,estelarbet.cl estelarbet.com estelarbet.vip estelarbet.bet,not contacted,,yes,200,"Casino online, apuesta y gana en Estelarbet - Estelarbet",,
op7.io,op,0,SKY Sports N.V.,OGL/2024/434/0469,Curacao,active,"November 19, 2025",no,op7.io,not contacted,,yes,200,,,
slotmill.com,slotmill,0,SM Tech B.V.,OGL/2024/1293/0543,Curacao,active,"February 12, 2026",no,slotmill.com,not contacted,,yes,200,Slotmill,,Slotmill
selector-casino.net,selectorcasino,0,Selector Group N.V.,OGL/2024/755/0908,Curacao,active,"April 14, 2026",no,selector-casino.net,not contacted,,yes,200,"Селектор официальный сайт ✔️ Войти и играть онлайн на деньги в selector.gg, скачать автома",,
paripulse.com,paripulse,0,Seventoria B.V.,OGL/2024/301/0477,Curacao,assessment in progress,"December 24, 2025",no,paripulse.com,not contacted,,yes,203,,,
oddsgate.com,oddsgate,0,Shapefy B.V.,OGL/2024/232/0307,Curacao,active,"March 10, 2026",no,oddsgate.com,not contacted,,yes,200,Oddsgate,,Oddsgate
bullchance.com,bullchance,0,Softclub N.V.,OGL/2024/2327/1196,Curacao,active,"August 14, 2026",no,bullchance.com,not contacted,,yes,200,,,
plazaplay.com,plazaplay,0,Sort Services B.V.,OGL/2024/1305/0545,Curacao,assessment in progress,"December 24, 2025",no,plazaplay.com,not contacted,,yes,200,PlazaPlay is closing,,PlazaPlay is closing
luckngo.com,luckngo,0,Spinola ventures B.V.,OGL/2024/2086/1138,Curacao,active,"June 4, 2026",no,luckngo.com,not contacted,,yes,200,luckngo.com online casino,,luckngo.com online casino
db-bet.com,dbbet,0,Sport Tech N.V.,OGL/2024/574/0913,Curacao,assessment in progress,"December 24, 2025",no,db-bet.com,not contacted,,yes,203,,,
moonspin.com,moonspin,0,Swivel B.V.,OGL/2024/634/0590,Curacao,active,"March 30, 2026",no,moonspin.com,not contacted,,yes,200,Gaming denied,,Gaming denied
top-x-go.com,topxgo,0,Topxgo N.V.,OGL/2024/496/0781,Curacao,active,"November 23, 2025",no,top-x-go.com,not contacted,,yes,200,,,
slots.com,slots,0,Torero Media B.V.,OGL/2024/669/0816,Curacao,active,"March 24, 2026",no,slots.com,not contacted,,yes,200,,,
777spins.online,spins,0,Turn1 B.V.,OGL/2024/236/0117,Curacao,active,"May 9, 2026",no,777spins.online,not contacted,,yes,200,,,
bet4win.net,betwin,0,UnityBet B.V.,OGL/2024/1994/1120,Curacao,assessment in progress,"December 27, 2025",no,bet4win.net,not contacted,,yes,200,BET4WIN,,BET4WIN
vivardocasino.com,vivardocasino,0,Vivardo N.V.,OGL/2024/1383/0619,Curacao,active,"March 3, 2026",no,vivardocasino.com,not contacted,,yes,200,Vivardo Casino,,Vivardo Casino
patersonbet.com,patersonbet,0,Winholding B.V.,OGL/2024/1290/0515,Curacao,active,"May 25, 2026",no,patersonbet.com,not contacted,,yes,200,,,
winity.com,winity,0,Winlink B.V.,OGL/2024/886/0978,Curacao,active,"May 9, 2026",no,winity.com,not contacted,,yes,200,,,
fachaigaming.com,fachaigaming,0,WiselnNet Technologies B.V.,OGL/2024/1184/1010,Curacao,active,"February 22, 2026",no,fachaigaming.com,not contacted,,yes,200,Top Online Casino Game Provider - FA CHAI Gaming,,Top Online Casino Game Provider
casongo.com,casongo,0,XZ Solutions B.V.,OGL/2024/609/0253,Curacao,assessment in progress,"December 24, 2025",no,casongo.com,not contacted,,yes,200,Jouez Maintenant ! Paris sportifs et Casino sur CASONGO par Paridirect,,
sekabet.com,sekabet,0,ZConsulting B.V.,OGL/2024/1248/0716,Curacao,active,"May 23, 2026",no,sekabet.com,not contacted,,yes,200,Sekabet Giriş | En İyi Spor Bahisleri ve Casino Sitesi,,Sekabet Giriş
zenith-crest.com,zenithcrest,0,Zenith Crest B.V.,OGL/2023/134/0063,Curacao,assessment in progress,"December 24, 2025",no,zenith-crest.com,not contacted,,yes,200,,,
